time	Gn	Fn	Dn	Bn	An
-8034.5	0				
-8029.5	0				
-8024.5	0.00E+00				
-8019.5	0.00E+00				
-8014.5	0				
-8009.5	0.00E+00				
-8004.5	0				
-7999.5	0.00E+00				
-7994.5	0				
-7989.5	0.00E+00				
-7984.5	0.00E+00				
-7979.5	0				
-7974.5	0				
-7969.5	0				
-7964.5	0.00E+00				
-7959.5	0				
-7954.5	0.00E+00				
-7949.5	0				
-7944.5	0				
-7939.5	0				
-7934.5	0.00E+00				
-7929.5	0.00E+00				
-7924.5	0.00E+00				
-7919.5	0				
-7914.5	0				
-7909.5	0				
-7904.5	0				
-7899.5	0				
-7894.5	0				
-7889.5	0				
-7884.5	0				
-7879.5	0				
-7874.5	0				
-7869.5	0				
-7864.5	0				
-7859.5	0				
-7854.5	0				
-7849.5	0				
-7844.5	0				
-7839.5	0				
-7834.5	0				
-7829.5	0				
-7824.5	0				
-7819.5	0				
-7814.5	0				
-7809.5	0				
-7804.5	0				
-7799.5	0				
-7794.5	0				
-7789.5	0				
-7784.5	0				
-7779.5	0				
-7774.5	0				
-7769.5	0				
-7764.5	0				
-7759.5	0				
-7754.5	0				
-7749.5	0				
-7744.5	0				
-7739.5	0				
-7734.5	0				
-7729.5	0				
-7724.5	0				
-7719.5	0				
-7714.5	5.21E-07				
-7709.5	2.19E-06				
-7704.5	0.000003125				
-7699.5	0.000004375				
-7694.5	0.000005833				
-7689.5	0.000005937				
-7684.5	0.000006979				
-7679.5	0.000009583				
-7674.5	0.000010417				
-7669.5	1.14E-05				
-7664.5	1.51E-05				
-7659.5	2.34E-05				
-7654.5	0.000026354				
-7649.5	2.85E-05				
-7644.5	3.95E-05				
-7639.5	5.51E-05				
-7634.5	6.69E-05				
-7629.5	8.35E-05				
-7624.5	1.01E-04				
-7619.5	1.26E-04				
-7614.5	1.41E-04				
-7609.5	1.46E-04				
-7604.5	1.97E-04				
-7599.5	2.66E-04				
-7594.5	3.22E-04				
-7589.5	3.22E-04				
-7584.5	3.23E-04				
-7579.5	3.26E-04				
-7574.5	3.38E-04				
-7569.5	3.43E-04				
-7564.5	3.31E-04				
-7559.5	3.32E-04				
-7554.5	3.29E-04				
-7549.5	3.29E-04				
-7544.5	3.42E-04				
-7539.5	3.41E-04				
-7534.5	3.44E-04				
-7529.5	3.24E-04				
-7524.5	3.41E-04				
-7519.5	0.0003442				
-7514.5	0.0003287				
-7509.5	0.0003187				
-7504.5	0.0003279				
-7499.5	0.0003435				
-7494.5	0.0003266				
-7489.5	0.0003386				
-7484.5	0.0003292				
-7479.5	0.0003314				
-7474.5	0.0003309				
-7469.5	0.0003442				
-7464.5	0.0003204				
-7459.5	0.0003355				
-7454.5	0.0003275				
-7449.5	0.0003303				
-7444.5	0.0003422				
-7439.5	0.0003392				
-7434.5	0.000333				
-7429.5	0.0003231				
-7424.5	0.000337				
-7419.5	0.0003456				
-7414.5	0.0003284				
-7409.5	0.0003307				
-7404.5	0.0003235				
-7399.5	0.0003303				
-7394.5	0.0003217				
-7389.5	0.0003429				
-7384.5	0.0003306				
-7379.5	0.0003229				
-7374.5	3.35E-04				
-7369.5	3.42E-04				
-7364.5	0.0003343				
-7359.5	0.0003315				
-7354.5	0.0003324				
-7349.5	0.0003447				
-7344.5	3.30E-04				
-7339.5	3.30E-04				
-7334.5	0.0003268				
-7329.5	0.0003234				
-7324.5	0.0003241				
-7319.5	0.0003308				
-7314.5	0.0003346				
-7309.5	0.0003298				
-7304.5	0.0003457				
-7299.5	0.00034				
-7294.5	0.0003401				
-7289.5	0.0003357				
-7284.5	0.0003334				
-7279.5	0.0003229				
-7274.5	0.0003389				
-7269.5	0.0003364				
-7264.5	0.0003351				
-7259.5	0.0003308				
-7254.5	0.0003362				
-7249.5	0.0003332				
-7244.5	0.0003331				
-7239.5	0.0003218				
-7234.5	0.0003294				
-7229.5	0.000334				
-7224.5	0.0003356				
-7219.5	0.0003401				
-7214.5	0.0003289				
-7209.5	0.000335				
-7204.5	0.0003255				
-7199.5	0.0003324				
-7194.5	0.0003324				
-7189.5	0.0003336				
-7184.5	0.0003317				
-7179.5	0.0003351				
-7174.5	0.0003275				
-7169.5	0.0003278				
-7164.5	0.0003392				
-7159.5	0.0003306				
-7154.5	3.35E-04				
-7149.5	3.23E-04				
-7144.5	0.000325				
-7139.5	0.0003409				
-7134.5	0.0003247				
-7129.5	0.0003356				
-7124.5	0.0003392				
-7119.5	0.0003255				
-7114.5	0.0003396				
-7109.5	0.000337				
-7104.5	0.0003322				
-7099.5	0.0003254				
-7094.5	0.000332				
-7089.5	0.000333				
-7084.5	0.0003337				
-7079.5	0.0003296				
-7074.5	0.0003424				
-7069.5	0.000319				
-7064.5	0.0003316				
-7059.5	0.000336				
-7054.5	0.0003292				
-7049.5	0.0003304				
-7044.5	0.0003362				
-7039.5	0.0003367				
-7034.5	0.0003326				
-7029.5	0.0003365				
-7024.5	0.000332				
-7019.5	0.0003337				
-7014.5	0.0003394				
-7009.5	0.0003332				
-7004.5	0.0003284				
-6999.5	0.0003351				
-6994.5	0.0003321				
-6989.5	0.000326				
-6984.5	0.0003304				
-6979.5	0.0003353				
-6974.5	0.0003344				
-6969.5	0.0003368				
-6964.5	0.0003427				
-6959.5	0.0003532				
-6954.5	0.0003316				
-6949.5	0.0003335				
-6944.5	0.0003367				
-6939.5	0.0003381				
-6934.5	0.0003268				
-6929.5	0.0003181				
-6924.5	0.0003289				
-6919.5	0.0003357				
-6914.5	0.0003327				
-6909.5	0.0003385				
-6904.5	0.0003319				
-6899.5	0.0003386				
-6894.5	0.0003334				
-6889.5	0.0003332				
-6884.5	0.0003254				
-6879.5	0.0003315				
-6874.5	0.0003314				
-6869.5	0.0003256				
-6864.5	0.0003369				
-6859.5	0.0003273				
-6854.5	0.0003395				
-6849.5	0.0003346				
-6844.5	0.0003334				
-6839.5	0.000332				
-6834.5	0.0003392				
-6829.5	0.0003423				
-6824.5	0.000336				
-6819.5	0.0003343				
-6814.5	0.0003328				
-6809.5	0.0003346				
-6804.5	0.0003321				
-6799.5	0.0003332				
-6794.5	0.0003431				
-6789.5	0.0003389				
-6784.5	0.0003364				
-6779.5	0.000337				
-6774.5	0.0003308				
-6769.5	0.000348				
-6764.5	0.0003341				
-6759.5	0.0003285				
-6754.5	0.0003291				
-6749.5	0.0003406				
-6744.5	0.0003337				
-6739.5	0.0003371				
-6734.5	0.0003351				
-6729.5	0.0003308				
-6724.5	0.0003369				
-6719.5	0.0003321				
-6714.5	0.0003347				
-6709.5	0.0003303				
-6704.5	0.0003368				
-6699.5	0.0003329				
-6694.5	0.0003285				
-6689.5	0.0003339				
-6684.5	0.0003302				
-6679.5	0.0003277				
-6674.5	0.0003368				
-6669.5	0.0003304				
-6664.5	0.0003368				
-6659.5	0.0003297				
-6654.5	0.0003341				
-6649.5	0.0003332				
-6644.5	0.0003341				
-6639.5	0.0003422				
-6634.5	0.0003387				
-6629.5	0.0003304				
-6624.5	0.0003406				
-6619.5	0.0003302				
-6614.5	0.0003251				
-6609.5	0.0003383				
-6604.5	0.00031302				
-6599.5	0.0003398				
-6594.5	0.0003285				
-6589.5	0.000339				
-6584.5	0.0003348				
-6579.5	0.0003332				
-6574.5	0.000326				
-6569.5	0.0003397				
-6564.5	0.0003345				
-6559.5	0.0003322				
-6554.5	0.000334				
-6549.5	0.0003242				
-6544.5	0.0003376				
-6539.5	0.0003226				
-6534.5	0.0003322				
-6529.5	0.0003282				
-6524.5	0.0003295				
-6519.5	0.0003418				
-6514.5	0.0003356				
-6509.5	0.0003308				
-6504.5	0.0003221				
-6499.5	0.0003279				
-6494.5	0.0003333				
-6489.5	3.44E-04				
-6484.5	0.0003351				
-6479.5	0.0003464				
-6474.5	0.0003372				
-6469.5	0.0003339				
-6464.5	0.0003361				
-6459.5	3.33E-04				
-6454.5	0.0003294				
-6449.5	0.0003208				
-6444.5	0.0003369				
-6439.5	3.32E-04				
-6434.5	3.33E-04				
-6429.5	3.36E-04				
-6424.5	3.32E-04				
-6419.5	3.27E-04				
-6414.5	3.30E-04				
-6409.5	3.41E-04				
-6404.5	3.33E-04				
-6399.5	3.41E-04				
-6394.5	3.21E-04				
-6389.5	3.43E-04				
-6384.5	3.31E-04				
-6379.5	3.36E-04				
-6374.5	3.31E-04				
-6369.5	3.35E-04				
-6364.5	3.31E-04				
-6359.5	3.32E-04				
-6354.5	3.50E-04				
-6349.5	3.43E-04				
-6344.5	3.32E-04				
-6339.5	3.29E-04				
-6334.5	3.34E-04				
-6329.5	0.0003399				
-6324.5	3.37E-04				
-6319.5	3.26E-04				
-6314.5	3.39E-04				
-6309.5	3.33E-04				
-6304.5	0.0003397				
-6299.5	0.0003318				
-6294.5	0.0003429				
-6289.5	0.0003309				
-6284.5	0.0003339				
-6279.5	0.0003321				
-6274.5	0.0003364				
-6269.5	0.0003497				
-6264.5	0.0003497				
-6259.5	0.0003333				
-6254.5	0.0003585				
-6249.5	0.0003394				
-6244.5	0.0003382				
-6239.5	0.0003298				
-6234.5	0.0003339				
-6229.5	0.0003392				
-6224.5	0.000333				
-6219.5	0.0003318				
-6214.5	0.0003328				
-6209.5	0.0003323				
-6204.5	0.0003443				
-6199.5	0.0003345				
-6194.5	0.0003329				
-6189.5	0.0003377				
-6184.5	0.0003352				
-6179.5	0.0003345				
-6174.5	0.0003322				
-6169.5	0.0003455				
-6164.5	0.0003352				
-6159.5	0.0003377				
-6154.5	0.0003346				
-6149.5	0.0003398				
-6144.5	0.000333				
-6139.5	0.0003384				
-6134.5	0.0003358				
-6129.5	0.0003374				
-6124.5	0.0003397				
-6119.5	0.0003335				
-6114.5	0.000334				
-6109.5	0.000332				
-6104.5	0.0003439				
-6099.5	0.0003396				
-6094.5	0.0003335				
-6089.5	0.0003258				
-6084.5	0.0003377				
-6079.5	0.0003341				
-6074.5	0.000333				
-6069.5	0.0003254				
-6064.5	0.0003336				
-6059.5	0.000331				
-6054.5	0.0003421				
-6049.5	0.000343				
-6044.5	0.0003382				
-6039.5	0.0003435				
-6034.5	0.0003352				
-6029.5	0.0003283				
-6024.5	0.0003428				
-6019.5	0.000333				
-6014.5	0.0003335				
-6009.5	0.0003272				
-6004.5	0.0003339				
-5999.5	0.0003476				
-5994.5	0.0003397				
-5989.5	0.0003295				
-5984.5	0.0003324				
-5979.5	0.0003349				
-5974.5	0.0003341				
-5969.5	0.0003378				
-5964.5	0.000328				
-5959.5	0.0003355				
-5954.5	0.0003273				
-5949.5	0.000327				
-5944.5	0.000331				
-5939.5	0.0003371				
-5934.5	3.28E-04				
-5929.5	3.28E-04				
-5924.5	3.28E-04				
-5919.5	3.24E-04				
-5914.5	3.25E-04				
-5909.5	3.41E-04				
-5904.5	3.37E-04				
-5899.5	0.0003256				
-5894.5	0.0003426				
-5889.5	0.0003349				
-5884.5	0.0003267				
-5879.5	0.0003373				
-5874.5	0.0003278				
-5869.5	0.0003404				
-5864.5	0.0003299				
-5859.5	0.0003335				
-5854.5	0.0003352				
-5849.5	0.0003332				
-5844.5	0.0003319				
-5839.5	0.0003276				
-5834.5	0.0003361				
-5829.5	0.0003434				
-5824.5	0.0003281				
-5819.5	0.0003383				
-5814.5	0.0003342				
-5809.5	0.0003487				
-5804.5	0.0003367				
-5799.5	0.0003415				
-5794.5	0.0003298				
-5789.5	0.0003256				
-5784.5	0.0003334				
-5779.5	0.0003337				
-5774.5	0.0003276				
-5769.5	0.0003251				
-5764.5	0.0003301				
-5759.5	0.0003429				
-5754.5	0.0003377				
-5749.5	0.0003353				
-5744.5	0.0003244				
-5739.5	0.0003436				
-5734.5	0.000337				
-5729.5	0.0003282				
-5724.5	0.0003308				
-5719.5	0.0003348				
-5714.5	0.0003355				
-5709.5	0.000338				
-5704.5	0.0003356				
-5699.5	0.0003353				
-5694.5	0.0003212				
-5689.5	0.0003272				
-5684.5	0.000343				
-5679.5	0.0003319				
-5674.5	0.0003257				
-5669.5	0.0003353				
-5664.5	0.0003265				
-5659.5	0.0003359				
-5654.5	0.0003377				
-5649.5	0.000346				
-5644.5	0.0003444				
-5639.5	0.0003362				
-5634.5	0.0003376				
-5629.5	0.000331				
-5624.5	0.0003323				
-5619.5	0.0003383				
-5614.5	0.0003249				
-5609.5	0.0003305				
-5604.5	0.0003257				
-5599.5	0.0003283				
-5594.5	0.000323				
-5589.5	0.00033				
-5584.5	0.0003274				
-5579.5	0.0003421				
-5574.5	0.0003383				
-5569.5	0.0003322				
-5564.5	0.0003427				
-5559.5	0.000335				
-5554.5	0.0003364				
-5549.5	0.0003273				
-5544.5	0.000345				
-5539.5	0.0003284				
-5534.5	0.0003329				
-5529.5	0.0003385				
-5524.5	0.0003284				
-5519.5	0.0003272				
-5514.5	0.00031604				
-5509.5	0.0003294				
-5504.5	0.000326				
-5499.5	0.0003326				
-5494.5	0.0003241				
-5489.5	0.0003422				
-5484.5	0.0003343				
-5479.5	0.0003382				
-5474.5	0.0003328				
-5469.5	0.0003314				
-5464.5	0.0003356				
-5459.5	0.0003315				
-5454.5	0.0003268				
-5449.5	0.0003336				
-5444.5	0.0003334				
-5439.5	0.0003346				
-5434.5	0.0003372				
-5429.5	0.0003364				
-5424.5	0.0003284				
-5419.5	0.0003303				
-5414.5	0.0003329				
-5409.5	0.0003375				
-5404.5	0.0003415				
-5399.5	0.0003399				
-5394.5	0.0003456				
-5389.5	0.0003423				
-5384.5	0.0003411				
-5379.5	0.0003327				
-5374.5	0.0003293				
-5369.5	0.0003303				
-5364.5	0.0003387				
-5359.5	0.0003303				
-5354.5	0.0003249				
-5349.5	0.0003297				
-5344.5	0.0003258				
-5339.5	0.0003321				
-5334.5	0.0003329				
-5329.5	0.000334				
-5324.5	0.0003273				
-5319.5	0.0003295				
-5314.5	0.0003326				
-5309.5	0.0003353				
-5304.5	0.0003305				
-5299.5	0.0003272				
-5294.5	0.000326				
-5289.5	0.000341				
-5284.5	0.0003312				
-5279.5	0.0003374				
-5274.5	0.0003378				
-5269.5	0.0003297				
-5264.5	0.0003362				
-5259.5	0.0003296				
-5254.5	0.0003468				
-5249.5	0.0003205				
-5244.5	0.0003219				
-5239.5	0.0003287				
-5234.5	0.0003309				
-5229.5	0.0003375				
-5224.5	0.0003428				
-5219.5	0.0003349				
-5214.5	0.0003315				
-5209.5	0.0003211				
-5204.5	0.0003295				
-5199.5	0.0003337				
-5194.5	3.39E-04				
-5189.5	3.37E-04				
-5184.5	3.45E-04				
-5179.5	3.28E-04				
-5174.5	3.37E-04				
-5169.5	3.36E-04				
-5164.5	3.43E-04				
-5159.5	3.27E-04				
-5154.5	3.34E-04				
-5149.5	3.30E-04				
-5144.5	0.0003295				
-5139.5	0.000338				
-5134.5	0.0003361				
-5129.5	0.0003458				
-5124.5	0.0003352				
-5119.5	0.0003272				
-5114.5	0.0003477				
-5109.5	0.000333				
-5104.5	0.0003318				
-5099.5	0.0003358				
-5094.5	0.0003404				
-5089.5	0.0003324				
-5084.5	0.0003285				
-5079.5	0.0003345				
-5074.5	0.0003449				
-5069.5	0.0003276				
-5064.5	0.0003297				
-5059.5	0.0003379				
-5054.5	0.0003343				
-5049.5	0.0003306				
-5044.5	0.0003279				
-5039.5	0.0003273				
-5034.5	0.0003364				
-5029.5	0.000335				
-5024.5	0.0003272				
-5019.5	0.0003347				
-5014.5	0.0003325				
-5009.5	0.000341				
-5004.5	0.0003305				
-4999.5	0.0003429				
-4994.5	0.0003379				
-4989.5	0.0003397				
-4984.5	0.0003306				
-4979.5	0.0003258				
-4974.5	0.0003382				
-4969.5	0.000326				
-4964.5	0.0003443				
-4959.5	0.0003359				
-4954.5	0.0003333				
-4949.5	0.0003358				
-4944.5	0.0003349				
-4939.5	0.0003378				
-4934.5	0.0003295				
-4929.5	0.000339				
-4924.5	0.0003292				
-4919.5	0.0003365				
-4914.5	0.0003237				
-4909.5	0.0003314				
-4904.5	0.0003223				
-4899.5	0.0003236				
-4894.5	0.0003232				
-4889.5	0.0003386				
-4884.5	0.0003205				
-4879.5	0.0003214				
-4874.5	0.0003309				
-4869.5	0.000327				
-4864.5	0.0003394				
-4859.5	0.0003335				
-4854.5	0.0003456				
-4849.5	0.0003352				
-4844.5	0.0003373				
-4839.5	0.0003411				
-4834.5	0.0003353				
-4829.5	0.0003356				
-4824.5	0.0003319				
-4819.5	0.0003326				
-4814.5	0.0003376				
-4809.5	0.0003326				
-4804.5	0.0003295				
-4799.5	0.0003297				
-4794.5	0.0003312				
-4789.5	0.0003296				
-4784.5	0.0003332				
-4779.5	0.0003375				
-4774.5	0.0003284				
-4769.5	0.0003374				
-4764.5	0.000322				
-4759.5	0.0003401				
-4754.5	0.0003334				
-4749.5	0.0003279				
-4744.5	0.0003348				
-4739.5	0.0003258				
-4734.5	0.0003355				
-4729.5	0.0003405				
-4724.5	0.00034				
-4719.5	0.0003277				
-4714.5	0.0003305				
-4709.5	0.0003277				
-4704.5	0.0003412				
-4699.5	0.000335				
-4694.5	0.0003364				
-4689.5	0.0003389				
-4684.5	0.0003335				
-4679.5	0.0003251				
-4674.5	0.0003237				
-4669.5	0.00030125				
-4664.5	0.00028687				
-4659.5	0.00027875				
-4654.5	0.0002449				
-4649.5	0.00023698				
-4644.5	0.00022865				
-4639.5	0.00020031				
-4634.5	0.00019333				
-4629.5	0.00018552				
-4624.5	0.00018427				
-4619.5	0.00016635				
-4614.5	0.00016375				
-4609.5	0.00015187				
-4604.5	0.00013865				
-4599.5	0.00011156				
-4594.5	0.00009604				
-4589.5	0.00007698				
-4584.5	0.00006521				
-4579.5	0.00005354				
-4574.5	0.00004365				
-4569.5	0.000027396				
-4564.5	0.000018229				
-4559.5	0.000013021				
-4554.5	0.000005521				
-4549.5	0.000003437				
-4544.5	8.33E-07				
-4539.5	6.25E-07				
-4534.5	1.04E-07				
-4529.5	1.04E-07				
-4524.5	1.04E-07				
-4519.5	2.08E-07				
-4514.5	1.04E-07				
-4509.5					
-4504.5					
-4499.5					
-4494.5					
-4489.5					
-4484.5					
-4479.5					
-4474.5					
-4469.5					
-4464.5					
-4459.5					
-4454.5					
-4449.5					
-4444.5					
-4439.5					
-4434.5					
-4429.5					
-4424.5					
-4419.5					
-4414.5					
-4409.5					
-4404.5					
-4399.5					
-4394.5					
-4389.5					
-4384.5					
-4379.5					
-4374.5					
-4369.5					
-4364.5					
-4359.5					
-4354.5					
-4349.5					
-4344.5					
-4339.5					
-4334.5					
-4329.5					
-4324.5					
-4319.5					
-4314.5					
-4309.5					
-4304.5					
-4299.5					
-4294.5					
-4289.5					
-4284.5					
-4279.5					
-4274.5					
-4269.5					
-4264.5					
-4259.5					
-4254.5					
-4249.5					
-4244.5					
-4239.5					
-4234.5					
-4229.5					
-4224.5					
-4219.5					
-4214.5					
-4209.5					
-4204.5					
-4199.5					
-4194.5					
-4189.5					
-4184.5					
-4179.5					
-4174.5					
-4169.5					
-4164.5					
-4159.5					
-4154.5					
-4149.5					
-4144.5					
-4139.5					
-4134.5					
-4129.5					
-4124.5					
-4119.5					
-4114.5					
-4109.5					
-4104.5					
-4099.5					
-4094.5					
-4089.5					
-4084.5					
-4079.5					
-4074.5					
-4069.5					
-4064.5					
-4059.5					
-4054.5					
-4049.5					
-4044.5					
-4039.5					
-4034.5					
-4029.5					
-4024.5					
-4019.5					
-4014.5					
-4009.5					
-4004.5					
-3999.5					
-3994.5					
-3989.5					
-3984.5					
-3979.5					
-3974.5					
-3969.5					
-3964.5					
-3959.5					
-3954.5					
-3949.5					
-3944.5					
-3939.5					
-3934.5					
-3929.5					
-3924.5					
-3919.5					
-3914.5					
-3909.5					
-3904.5					
-3899.5					
-3894.5					
-3889.5					
-3884.5					
-3879.5					
-3874.5					
-3869.5					
-3864.5					
-3859.5					
-3854.5					
-3849.5					
-3844.5					
-3839.5					
-3834.5					
-3829.5					
-3824.5					
-3819.5					
-3814.5					
-3809.5					
-3804.5					
-3799.5					
-3794.5					
-3789.5					
-3784.5					
-3779.5					
-3774.5					
-3769.5					
-3764.5					
-3759.5					
-3754.5					
-3749.5					
-3744.5					
-3739.5					
-3734.5					
-3729.5					
-3724.5					
-3719.5					
-3714.5		0			
-3709.5		0.00E+00			
-3704.5		3.10E-07			
-3699.5		4.38E-06			
-3694.5		2.09E-05			
-3689.5		9.07E-05			
-3684.5		2.16E-04			
-3679.5		3.10E-04			
-3674.5		3.66E-04			
-3669.5		4.28E-04			
-3664.5		0.0004984			
-3659.5		6.14E-04			
-3654.5		9.10E-04			
-3649.5		1.76E-03			
-3644.5		3.36E-03			
-3639.5		5.03E-03			
-3634.5		5.85E-03			
-3629.5		5.92E-03			
-3624.5		0.0059			
-3619.5		5.90E-03			
-3614.5		5.89E-03			
-3609.5		5.87E-03			
-3604.5		5.86E-03			
-3599.5		5.91E-03			
-3594.5		5.84E-03			
-3589.5		5.86E-03			
-3584.5		5.85E-03			
-3579.5		5.91E-03			
-3574.5		5.91E-03			
-3569.5		5.84E-03			
-3564.5		5.88E-03			
-3559.5		5.87E-03			
-3554.5		5.91E-03			
-3549.5		5.93E-03			
-3544.5		0.005966			
-3539.5		0.00598			
-3534.5		6.07E-03			
-3529.5		6.07E-03			
-3524.5		6.04E-03			
-3519.5		0.006028			
-3514.5		0.00596			
-3509.5		5.80E-03			
-3504.5		0.005663			
-3499.5		0.005315			
-3494.5		4.71E-03			
-3489.5		3.80E-03			
-3484.5		3.14E-03			
-3479.5		2.51E-03			
-3474.5		1.98E-03			
-3469.5		1.51E-03			
-3464.5		0.0010778			
-3459.5		7.85E-04			
-3454.5		5.81E-04			
-3449.5		4.31E-04			
-3444.5		3.00E-04			
-3439.5		2.02E-04			
-3434.5		1.26E-04			
-3429.5		0.00008552			
-3424.5		6.10E-05			
-3419.5		5.53E-05			
-3414.5		4.96E-05			
-3409.5		0.00004135			
-3404.5		3.91E-05			
-3399.5		3.25E-05			
-3394.5		2.94E-05			
-3389.5		0.000026978			
-3384.5		0.000024792			
-3379.5		0.000019268			
-3374.5		8.23E-06			
-3369.5		3.10E-07			
-3364.5		0.00E+00			
-3359.5		0			
-3354.5					
-3349.5					
-3344.5					
-3339.5					
-3334.5					
-3329.5					
-3324.5					
-3319.5					
-3314.5					
-3309.5					
-3304.5					
-3299.5					
-3294.5					
-3289.5					
-3284.5					
-3279.5					
-3274.5					
-3269.5					
-3264.5					
-3259.5					
-3254.5					
-3249.5					
-3244.5					
-3239.5					
-3234.5					
-3229.5					
-3224.5					
-3219.5					
-3214.5					
-3209.5					
-3204.5					
-3199.5					
-3194.5					
-3189.5					
-3184.5					
-3179.5					
-3174.5					
-3169.5					
-3164.5					
-3159.5					
-3154.5					
-3149.5					
-3144.5					
-3139.5					
-3134.5					
-3129.5					
-3124.5					
-3119.5					
-3114.5					
-3109.5					
-3104.5					
-3099.5					
-3094.5					
-3089.5					
-3084.5					
-3079.5					
-3074.5					
-3069.5					
-3064.5					
-3059.5					
-3054.5					
-3049.5					
-3044.5					
-3039.5					
-3034.5					
-3029.5					
-3024.5					
-3019.5					
-3014.5					
-3009.5					
-3004.5					
-2999.5					
-2994.5					
-2989.5					
-2984.5					
-2979.5					
-2974.5					
-2969.5					
-2964.5					
-2959.5					
-2954.5					
-2949.5					
-2944.5					
-2939.5					
-2934.5					
-2929.5					
-2924.5					
-2919.5					
-2914.5					
-2909.5					
-2904.5					
-2899.5					
-2894.5					
-2889.5					
-2884.5					
-2879.5					
-2874.5					
-2869.5					
-2864.5					
-2859.5					
-2854.5					
-2849.5					
-2844.5					
-2839.5					
-2834.5					
-2829.5					
-2824.5					
-2819.5					
-2814.5					
-2809.5					
-2804.5					
-2799.5					
-2794.5					
-2789.5					
-2784.5					
-2779.5					
-2774.5					
-2769.5					
-2764.5					
-2759.5					
-2754.5					
-2749.5					
-2744.5					
-2739.5					
-2734.5					
-2729.5					
-2724.5					
-2719.5					
-2714.5					
-2709.5					
-2704.5					
-2699.5					
-2694.5					
-2689.5					
-2684.5					
-2679.5					
-2674.5					
-2669.5					
-2664.5					
-2659.5					
-2654.5					
-2649.5					
-2644.5					
-2639.5					
-2634.5					
-2629.5					
-2624.5					
-2619.5					
-2614.5					
-2609.5					
-2604.5					
-2599.5					
-2594.5					
-2589.5					
-2584.5					
-2579.5					
-2574.5					
-2569.5					
-2564.5					
-2559.5					
-2554.5					
-2549.5					
-2544.5					
-2539.5					
-2534.5					
-2529.5					
-2524.5					
-2519.5					
-2514.5					
-2509.5					
-2504.5					
-2499.5					
-2494.5					
-2489.5					
-2484.5					
-2479.5					
-2474.5					
-2469.5					
-2464.5					
-2459.5					
-2454.5					
-2449.5					
-2444.5					
-2439.5					
-2434.5			0		
-2429.5			0.00E+00		
-2424.5			0.00E+00		
-2419.5			0.00E+00		
-2414.5			0.00E+00		
-2409.5			0.00E+00		
-2404.5			0.00E+00		
-2399.5			0.00E+00		
-2394.5			0.00E+00		
-2389.5			0.00E+00		
-2384.5			0		
-2379.5			0.00E+00		
-2374.5			0.00E+00		
-2369.5			0.00E+00		
-2364.5			0.00E+00		
-2359.5			0.00E+00		
-2354.5			0.00E+00		
-2349.5			0.00E+00		
-2344.5			0		
-2339.5			0.00E+00		
