time	E5_T3	E4_T3
-3329.5		
-3324.5		
-3319.5		
-3314.5		
-3309.5		
-3304.5		
-3299.5		
-3294.5		
-3289.5		
-3284.5		
-3279.5		
-3274.5		
-3269.5		
-3264.5		
-3259.5		
-3254.5		
-3249.5		
-3244.5		
-3239.5		
-3234.5		
-3229.5		
-3224.5		
-3219.5		
-3214.5		
-3209.5		
-3204.5		
-3199.5		
-3194.5		
-3189.5		
-3184.5		
-3179.5		
-3174.5		
-3169.5		
-3164.5		
-3159.5		
-3154.5		
-3149.5		
-3144.5		
-3139.5		
-3134.5		
-3129.5		
-3124.5		
-3119.5		
-3114.5		
-3109.5		
-3104.5		
-3099.5		
-3094.5		
-3089.5		
-3084.5		
-3079.5		
-3074.5		
-3069.5		
-3064.5		
-3059.5		
-3054.5		
-3049.5		
-3044.5		
-3039.5		
-3034.5		
-3029.5		
-3024.5		
-3019.5		
-3014.5		
-3009.5		
-3004.5		
-2999.5		
-2994.5		
-2989.5		
-2984.5		
-2979.5		
-2974.5		
-2969.5		
-2964.5		
-2959.5		
-2954.5		
-2949.5		
-2944.5		
-2939.5		
-2934.5		
-2929.5		
-2924.5		
-2919.5		
-2914.5		
-2909.5		
-2904.5		
-2899.5		
-2894.5		
-2889.5		
-2884.5		
-2879.5		
-2874.5		
-2869.5		
-2864.5		
-2859.5		
-2854.5		
-2849.5		
-2844.5		
-2839.5		
-2834.5		
-2829.5		
-2824.5		
-2819.5		
-2814.5		
-2809.5		
-2804.5		
-2799.5		
-2794.5		
-2789.5		
-2784.5		
-2779.5		
-2774.5		
-2769.5		
-2764.5		
-2759.5		
-2754.5		
-2749.5		
-2744.5		
-2739.5		
-2734.5		
-2729.5		
-2724.5		
-2719.5		
-2714.5		
-2709.5		
-2704.5		
-2699.5		
-2694.5		
-2689.5		
-2684.5		
-2679.5		
-2674.5		
-2669.5		
-2664.5		
-2659.5		
-2654.5		
-2649.5		
-2644.5		
-2639.5		
-2634.5		
-2629.5		
-2624.5		
-2619.5		
-2614.5		
-2609.5		
-2604.5		
-2599.5		
-2594.5		
-2589.5		
-2584.5		
-2579.5		
-2574.5		
-2569.5		
-2564.5		
-2559.5		
-2554.5		
-2549.5		
-2544.5		
-2539.5		
-2534.5		
-2529.5		
-2524.5		
-2519.5		
-2514.5		
-2509.5		
-2504.5		
-2499.5		
-2494.5		
-2489.5		
-2484.5		
-2479.5		
-2474.5		
-2469.5		
-2464.5		
-2459.5		
-2454.5		
-2449.5		
-2444.5		
-2439.5		
-2434.5		
-2429.5		
-2424.5		
-2419.5		
-2414.5		
-2409.5		
-2404.5		
-2399.5		
-2394.5		
-2389.5		
-2384.5		
-2379.5		
-2374.5		
-2369.5		
-2364.5		
-2359.5		
-2354.5		
-2349.5		
-2344.5		
-2339.5		
-2334.5		
-2329.5		
-2324.5		
-2319.5		
-2314.5		
-2309.5		
-2304.5		
-2299.5		
-2294.5		
-2289.5		
-2284.5		
-2279.5		
-2274.5		
-2269.5		
-2264.5		
-2259.5		
-2254.5		
-2249.5		
-2244.5		
-2239.5		
-2234.5		
-2229.5		
-2224.5		
-2219.5		
-2214.5		
-2209.5		
-2204.5		
-2199.5		
-2194.5		
-2189.5		
-2184.5		
-2179.5		
-2174.5		
-2169.5		
-2164.5		
-2159.5		
-2154.5		
-2149.5		
-2144.5		
-2139.5		
-2134.5		
-2129.5		
-2124.5		
-2119.5		
-2114.5		
-2109.5		
-2104.5		
-2099.5		
-2094.5		
-2089.5		
-2084.5		
-2079.5		
-2074.5		
-2069.5		
-2064.5		
-2059.5		
-2054.5		
-2049.5		
-2044.5		
-2039.5		
-2034.5		
-2029.5		
-2024.5		
-2019.5		
-2014.5		
-2009.5		
-2004.5		
-1999.5		
-1994.5		
-1989.5		
-1984.5		
-1979.5		
-1974.5		
-1969.5		
-1964.5		
-1959.5		
-1954.5		
-1949.5		
-1944.5		
-1939.5		
-1934.5		
-1929.5		
-1924.5		
-1919.5		
-1914.5		
-1909.5		
-1904.5		
-1899.5		
-1894.5		
-1889.5		
-1884.5		
-1879.5		
-1874.5		
-1869.5		
-1864.5		
-1859.5		
-1854.5		
-1849.5		
-1844.5		
-1839.5		
-1834.5		
-1829.5		
-1824.5		
-1819.5		
-1814.5		
-1809.5		
-1804.5		
-1799.5		
-1794.5		
-1789.5		
-1784.5		
-1779.5		
-1774.5		
-1769.5		
-1764.5		
-1759.5		
-1754.5		
-1749.5		
-1744.5		
-1739.5		
-1734.5		
-1729.5		
-1724.5		
-1719.5		
-1714.5		
-1709.5		
-1704.5		
-1699.5		
-1694.5		
-1689.5		
-1684.5		
-1679.5		
-1674.5		
-1669.5		
-1664.5		
-1659.5		
-1654.5		
-1649.5		
-1644.5		
-1639.5		
-1634.5		
-1629.5		
-1624.5		
-1619.5		
-1614.5		
-1609.5		
-1604.5		
-1599.5		
-1594.5		
-1589.5		
-1584.5		
-1579.5		
-1574.5		
-1569.5		
-1564.5		
-1559.5		
-1554.5		
-1549.5		
-1544.5		
-1539.5		
-1534.5		
-1529.5		
-1524.5		
-1519.5		
-1514.5		
-1509.5		
-1504.5		
-1499.5		
-1494.5		
-1489.5		
-1484.5		
-1479.5		
-1474.5		
-1469.5		
-1464.5		
-1459.5		
-1454.5		
-1449.5		
-1444.5		
-1439.5		
-1434.5		
-1429.5		
-1424.5		
-1419.5		
-1414.5		
-1409.5		
-1404.5		
-1399.5		
-1394.5		
-1389.5		
-1384.5		
-1379.5		
-1374.5		
-1369.5		
-1364.5		
-1359.5		
-1354.5		
-1349.5		
-1344.5		
-1339.5		
-1334.5		
-1329.5		
-1324.5		
-1319.5		
-1314.5		
-1309.5		
-1304.5		
-1299.5		
-1294.5		
-1289.5		
-1284.5		
-1279.5		
-1274.5		
-1269.5		
-1264.5		
-1259.5		
-1254.5		
-1249.5		
-1244.5		
-1239.5		
-1234.5		
-1229.5		
-1224.5		
-1219.5		
-1214.5		
-1209.5		
-1204.5		
-1199.5		
-1194.5		
-1189.5		
-1184.5		
-1179.5		
-1174.5		
-1169.5		
-1164.5		
-1159.5		
-1154.5		
-1149.5		
-1144.5		
-1139.5		
-1134.5		
-1129.5		
-1124.5		
-1119.5		
-1114.5		
-1109.5		
-1104.5		
-1099.5		
-1094.5		
-1089.5		
-1084.5		
-1079.5		
-1074.5		
-1069.5		
-1064.5		
-1059.5		
-1054.5		
-1049.5		
-1044.5		
-1039.5		
-1034.5		
-1029.5		
-1024.5		
-1019.5		
-1014.5		
-1009.5		
-1004.5		
-999.5		
-994.5		
-989.5		
-984.5		
-979.5		
-974.5		
-969.5		
-964.5		
-959.5		
-954.5		
-949.5		
-944.5		
-939.5		
-934.5		
-929.5		
-924.5		
-919.5		
-914.5		
-909.5		
-904.5		
-899.5		
-894.5		
-889.5		
-884.5		
-879.5		
-874.5		
-869.5		
-864.5		
-859.5		
-854.5		
-849.5		
-844.5		
-839.5		
-834.5		
-829.5		
-824.5		
-819.5		
-814.5		
-809.5		
-804.5		
-799.5		
-794.5		
-789.5		
-784.5		
-779.5		
-774.5		
-769.5		
-764.5		
-759.5		
-754.5		
-749.5		
-744.5		
-739.5		
-734.5		
-729.5		
-724.5		
-719.5		
-714.5		
-709.5		
-704.5		
-699.5		
-694.5		
-689.5		
-684.5		
-679.5		
-674.5		
-669.5		
-664.5		
-659.5		
-654.5		
-649.5		
-644.5		
-639.5		
-634.5		
-629.5		
-624.5		
-619.5		
-614.5		
-609.5		
-604.5		
-599.5		
-594.5		
-589.5		
-584.5		
-579.5		
-574.5		
-569.5		
-564.5		
-559.5		
-554.5		
-549.5		
-544.5		
-539.5		
-534.5		
-529.5		
-524.5		
-519.5		
-514.5		
-509.5		
-504.5		
-499.5		
-494.5		
-489.5		
-484.5		
-479.5		
-474.5		
-469.5		
-464.5		
-459.5		
-454.5		
-449.5		
-444.5		
-439.5		
-434.5		
-429.5		
-424.5		
-419.5		
-414.5		
-409.5		
-404.5		
-399.5		
-394.5		
-389.5		
-384.5		
-379.5		
-374.5		
-369.5		
-364.5		
-359.5		
-354.5		
-349.5		
-344.5		
-339.5		
-334.5		
-329.5		
-324.5		
-319.5		
-314.5		
-309.5		
-304.5		
-299.5		
-294.5		
-289.5		
-284.5		
-279.5		
-274.5		
-269.5		
-264.5		
-259.5		
-254.5		
-249.5		
-244.5		
-239.5		
-234.5		
-229.5		
-224.5		
-219.5		
-214.5		
-209.5		
-204.5		
-199.5		
-194.5		
-189.5		
-184.5		
-179.5		
-174.5		
-169.5		
-164.5		
-159.5		
-154.5		
-149.5		
-144.5		
-139.5		
-134.5		
-129.5		
-124.5		
-119.5		
-114.5		
-109.5		
-104.5		
-99.5		
-94.5		
-89.5		
-84.5		
-79.5		
-74.5		
-69.5		
-64.5		
-59.5		
-54.5		
-49.5		
-44.5		
-39.5		
-34.5		
-29.5		
-24.5		
-19.5		
-14.5		
-9.5		
-4.5		
0.5		
5.5		
10.5		
15.5		
20.5		
25.5		
30.5		
35.5		
40.5		
45.5		
50.5		
55.5		
60.5		
65.5		
70.5		
75.5		
80.5		
85.5		
90.5		
95.5		
100.5		
105.5		
110.5		
115.5		
120.5		
125.5		
130.5		
135.5		
140.5		
145.5		
150.5		
155.5		
160.5		
165.5		
170.5		
175.5		
180.5		
185.5		
190.5		
195.5		
200.5		
205.5		
210.5		
215.5		
220.5		
225.5		
230.5		
235.5		
240.5		
245.5		
250.5		
255.5		
260.5		
265.5		
270.5		
275.5		
280.5		
285.5		
290.5		
295.5		
300.5		
305.5		
310.5		
315.5		
320.5		
325.5		
330.5		
335.5		
340.5		
345.5		
350.5		
355.5		
360.5		
365.5		
370.5		
375.5		
380.5		
385.5		
390.5		
395.5		
400.5		
405.5		
410.5		
415.5		
420.5		
425.5		
430.5		
435.5		
440.5		
445.5		
450.5		
455.5		
460.5		
465.5		
470.5		
475.5		
480.5		
485.5		
490.5		
495.5		
500.5		
505.5		
510.5		
515.5		
520.5		
525.5		
530.5		
535.5		
540.5		
545.5		
550.5		
555.5		
560.5		
565.5		
570.5		
575.5		
580.5		
585.5		
590.5		
595.5		
600.5		
605.5		
610.5		
615.5		
620.5		
625.5		
630.5		
635.5		
640.5		
645.5		
650.5		
655.5		
660.5		
665.5		
670.5		
675.5		
680.5		
685.5		
690.5		
695.5		
700.5		
705.5		
710.5		
715.5		
720.5		
725.5		
730.5		
735.5		
740.5		
745.5		
750.5		
755.5		
760.5		
765.5		
770.5		
775.5		
780.5		
785.5		
790.5		
795.5		
800.5		
805.5		
810.5		
815.5		
820.5		
825.5		
830.5		
835.5		
840.5		
845.5		
850.5		
855.5		
860.5		
865.5		
870.5		
875.5		
880.5		
885.5		
890.5		
895.5		
900.5		
905.5		
910.5		
915.5		
920.5		
925.5		
930.5		
935.5		
940.5		
945.5		
950.5		
955.5		
960.5		
965.5		
970.5		
975.5		
980.5		
985.5		
990.5		
995.5		
1000.5		
1005.5		
1010.5		
1015.5		
1020.5		
1025.5		
1030.5		
1035.5		
1040.5		
1045.5		
1050.5		
1055.5		
1060.5		
1065.5		
1070.5		
1075.5		
1080.5		
1085.5		
1090.5		
1095.5		
1100.5		
1105.5		
1110.5		
1115.5		
1120.5		
1125.5		
1130.5		
1135.5		
1140.5		
1145.5		
1150.5		
1155.5		
1160.5		
1165.5		
1170.5		
1175.5		
1180.5		
1185.5		
1190.5		
1195.5		
1200.5		
1205.5		
1210.5		
1215.5		
1220.5		
1225.5		
1230.5		
1235.5		
1240.5		
1245.5		
1250.5		
1255.5		
1260.5		
1265.5		
1270.5		
1275.5		
1280.5		
1285.5		
1290.5		
1295.5		
1300.5		
1305.5		
1310.5		
1315.5		
1320.5		
1325.5		
1330.5		
1335.5		
1340.5		
1345.5		
1350.5		
1355.5		
1360.5		
1365.5		
1370.5		
1375.5		
1380.5		
1385.5		
1390.5		
1395.5		
1400.5		
1405.5		
1410.5		
1415.5		
1420.5		
1425.5		
1430.5		
1435.5		
1440.5		
1445.5	
1450.5
1455.5
1460.5
1465.5
1470.5
1475.5
1480.5
1485.5
1490.5
1495.5
1500.5
1505.5
1510.5
1515.5
1520.5
1525.5
1530.5
1535.5
1540.5
1545.5
1550.5
1555.5
1560.5
1565.5
1570.5
1575.5
1580.5
1585.5
1590.5
1595.5
1600.5
1605.5
1610.5
1615.5
1620.5
1625.5
1630.5
1635.5
1640.5
1645.5
1650.5
1655.5
1660.5
1665.5
1670.5
1675.5
1680.5
1685.5
1690.5
1695.5
1700.5
1705.5
1710.5
1715.5
1720.5
1725.5
1730.5
1735.5
1740.5
1745.5
1750.5
1755.5
1760.5
1765.5
1770.5
1775.5
1780.5
1785.5
1790.5
1795.5
1800.5
1805.5
1810.5
1815.5
1820.5
1825.5
1830.5
1835.5
1840.5
1845.5
1850.5
1855.5
1860.5
1865.5
1870.5
1875.5
1880.5
1885.5
1890.5
1895.5
1900.5
1905.5
1910.5
1915.5
1920.5
1925.5
1930.5
1935.5
1940.5
1945.5
1950.5	
